iso_code,country,year,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_generation,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_electricity,other_renewable_exc_biofuel_electricity,renewables_electricity,solar_electricity,wind_electricity,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita,other_renewables_share_elec,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,gdp,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita,latitude,longtitude
ALB,Albania,2010,0,0,-67.062,-0.211,103.493,3.723,19.929,6.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,9.284,7.493,0,0,0.001,0,7.491,0,0.001,0,0,7.492,0,0,1.393,13182.737,0,0,0,0,0,0.319,0.013,0,0,0,0,0,0,0,0.103,35.104,99.981,0,0,0,0,2541.157,0,99.987,7.492,2541.326,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0.319,0,7.32,2483.045,0,0,0,0,0,0,0,2541.645,2948000,38.863,2541.326,99.987,0,0,0,0,0,0.007,0,0,0,0,0.17,0,27897407488,0,0,0,0,0,0,0,41,20
ALB,Albania,2011,-50.054,-0.014,0,0,43.077,3.153,-26.304,-10.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,4.667,4.147,0,0,0.055,0,4.091,0,0.055,0,0,4.091,0.001,0,1.007,9778.128,0,0,0,0,0,18.935,1.337,0,0,0,0,0,0,0,0.103,35.332,98.643,0,0,0,0,1396.613,0,98.663,4.091,1396.886,0,0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,0,18.935,0,10.473,3575.72,0,0,0,0,0,0,0,1415.821,2929000,28.64,1396.886,98.663,0,0,0,0,0,0.019,0,0,0,0,0.273,0,28451999744,0,0,0,0,0,0,0,41,20
ALB,Albania,2012,0,0,70,0.072,8.812,0.923,1.825,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,4.691,4.679,0,0,0,0,4.678,0,0,0,0,4.679,0.001,0,0.937,10007.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,60.373,99.981,0,0,0,0,1605.268,0,100,4.679,1605.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.396,3910.826,0,0,0,0,0,0,0,1605.577,2914000,29.163,1605.577,100,0,0,0,0,0,0.019,0,0,0,0,0.309,0,31114752000,0,0,0,0,0,0,0,41,20
ALB,Albania,2013,-39.914,-0.005,11.765,0.021,0.747,0.085,26.957,7.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,2.828,6.89,0,0,0,0,6.889,0,0,0,0,6.89,0.001,0,1.21,12749.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,67.708,99.985,0,0,0,0,2372.386,0,100,6.89,2372.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.481,3953.588,0,0,0,0,0,0,0,2372.731,2904000,37.024,2372.731,100,0,0,0,0,0,0.015,0,0,0,0,0.344,0,30586345472,0,0,0,0,0,0,0,41,20
ALB,Albania,2014,-100,-0.008,68.421,0.135,20.57,2.362,-14.035,-5.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.678,0,0,0,0,4.677,0,0,0,0,4.678,0.001,0,0.983,10990.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331,114.35,99.979,0,0,0,0,1614.903,0,100,4.678,1615.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.843,4780.019,0,0,0,0,0,0,0,1615.249,2896000,31.828,1615.249,100,0,0,0,0,0,0.021,0,0,0,0,0.345,0,32387278848,0,0,0,0,0,0,0,41,20
ALB,Albania,2015,0,0,9.375,0.031,-1.683,-0.233,5.835,1.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.837,0,0,0,0,5.836,0,0,0,0,5.837,0.001,0,1.014,11651.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362,125.286,99.983,0,0,0,0,2018.696,0,100,5.837,2019.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.61,4707.681,0,0,0,0,0,0,0,2019.042,2891000,33.685,2019.042,100,0,0,0,0,0,0.017,0,0,0,0,0.346,0,33224144896,0,0,0,0,0,0,0,41,20
ALB,Albania,2016,0,0,28.57,0.103,13.14,1.788,17.103,5.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.706,0,0,0,0,7.704,0,0,0,0,7.706,0.002,0,1.148,13668.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466,161.36,99.974,0,0,0,0,2669.501,0,100,7.706,2670.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.398,5335.516,0,0,0,0,0,0,0,2670.194,2886000,39.446,2670.194,100,0,0,0,0,0,0.026,0,0,0,0,0.693,0,34351540224,0,0,0,0,0,0,0,41,20
ALB,Albania,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.481,0,0,0,0,4.48,0,0,0,0,4.481,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.978,0,0,0,0,1553.311,0,100,4.481,1553.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553.658,2884000,0,1553.658,100,0,0,0,0,0,0.022,0,0,0,0,0.347,0,0,0,0,0,0,0,0,0,41,20
ALB,Albania,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.467,0,0,0,0,8.466,0,0,0,0,8.467,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.988,0,0,0,0,2936.691,0,100,8.467,2937.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937.038,2883000,0,2937.038,100,0,0,0,0,0,0.012,0,0,0,0,0.347,0,0,0,0,0,0,0,0,0,41,20
ALB,Albania,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.176,0,0,0,0,5.154,0,0,0,0,5.176,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.575,0,0,0,0,1788.941,0,100,5.176,1796.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1796.578,2881000,0,1796.578,100,0,0,0,0,0,0.425,0,0,0,0,7.636,0,0,0,0,0,0,0,0,0,41,20
ARM,Armenia,2010,0,0,0,0,0,0,13.888,4.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.176,0,0,1.352,1.352,2.53,2.287,0,0,0,2.537,0,0.007,1.747,13635.718,0,0,0,0,0,469.837,21.888,21.888,0,0,0,0,469.837,0,0,0,40.967,0,0,0,0,879.388,0,78.112,4.824,1676.747,0,0,0,0,0,37.032,0,0,0,0,794.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2146.583,2877000,39.23,881.821,41.08,0,0,0,0,0,0,0,0,0,0,0,0,22459838464,0.113,0,0,0,0,2.433,0,40,45
ARM,Armenia,2011,0,0,0,0,0,0,6.201,2.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.071,0,0,2.247,2.247,2.464,2.357,0,0,0,2.467,0,0.003,1.676,14481.266,0,0,0,0,0,780.883,31.774,31.774,0,0,0,0,780.883,0,0,0,34.849,0,0,0,0,856.448,0,68.226,4.824,1676.747,0,0,0,0,0,33.335,0,0,0,0,819.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2457.629,2877000,41.663,857.49,34.891,0,0,0,0,0,0,0,0,0,0,0,0,24861704192,0.042,0,0,0,0,1.043,0,40,45
ARM,Armenia,2012,0,0,0,0,0,0,7.527,3.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.622,0,0,3.195,3.195,2.299,2.124,0,0,0,2.303,0,0.004,1.73,15533.461,0,0,0,0,0,1107.857,41.919,41.919,0,0,0,0,1107.857,0,0,0,30.162,0,0,0,0,797.157,0,58.081,4.427,1535.021,0,0,0,0,0,27.866,0,0,0,0,736.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642.878,2884000,44.799,798.544,30.215,0,0,0,0,0,0,0,0,0,0,0,0,25898418176,0.052,0,0,0,0,1.387,0,40,45
ARM,Armenia,2013,0,0,0,0,0,0,-2.908,-1.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.306,0,0,2.983,2.983,2.151,2.168,0,0,0,2.155,0,0.004,1.647,15008.882,0,0,0,0,0,1029.199,40.826,40.826,0,0,0,0,1029.199,0,0,0,29.443,0,0,0,0,742.236,0,59.174,4.323,1491.718,0,0,0,0,0,29.676,0,0,0,0,748.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520.918,2898000,43.496,743.616,29.498,0,0,0,0,0,0,0,0,0,0,0,0,26405591040,0.055,0,0,0,0,1.38,0,40,45
ARM,Armenia,2014,0,0,0,0,0,0,1.707,0.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.334,0,0,3.092,3.092,1.972,2.266,0,0,0,1.976,0,0.004,1.632,15191.636,0,0,0,0,0,1061.696,42.157,42.157,0,0,0,0,1061.696,0,0,0,26.89,0,0,0,0,677.198,0,57.843,4.242,1456.731,0,0,0,0,0,30.899,0,0,0,0,778.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2518.427,2912000,44.238,678.571,26.944,0,0,0,0,0,0,0,0,0,0,0,0,27113279488,0.055,0,0,0,0,1.374,0,40,45
ARM,Armenia,2015,0,0,0,0,0,0,-8.449,-3.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.392,0,0,2.633,2.633,2.184,2.571,0,0,0,2.188,0.001,0.003,1.45,13841.587,0,0,0,0,0,899.843,35.619,35.619,0,0,0,0,899.843,0,0,0,29.546,0,0,0,0,746.411,0,64.381,4.759,1626.452,0,0,0,0,0,34.781,0,0,0,0,878.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2526.295,2926000,40.5,747.779,29.6,0,0,0,0,0,0.014,0,0,0,0,0.342,0,27930048512,0.041,0,0,0,0,1.025,0,40,45
ARM,Armenia,2016,0,0,0,0,0,0,3.891,1.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.951,0,0,2.426,2.426,2.327,2.195,0,0,0,2.33,0.001,0.002,1.503,14331.248,0,0,0,0,0,826.342,34.903,34.903,0,0,0,0,826.342,0,0,0,33.477,0,0,0,0,792.575,0,65.097,4.525,1541.213,0,0,0,0,0,31.578,0,0,0,0,747.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2367.554,2936000,42.077,793.597,33.52,0,0,0,0,0,0.014,0,0,0,0,0.341,0,27987372032,0.029,0,0,0,0,0.681,0,40,45
ARM,Armenia,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.362,0,0,2.7,2.7,2.246,2.411,0,0,0,2.251,0.003,0.002,0,0,0,0,0,0,0,916.699,36.672,36.672,0,0,0,0,916.699,0,0,0,30.509,0,0,0,0,762.649,0,63.328,4.662,1583.022,0,0,0,0,0,32.751,0,0,0,0,818.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2499.722,2945000,0,764.346,30.577,0,0,0,0,0,0.041,0,0,0,0,1.019,0,0,0.027,0,0,0,0,0.679,0,40,45
ARM,Armenia,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.387,0,0,3.173,3.173,2.295,1.898,0,0,0,2.316,0.019,0.002,0,0,0,0,0,0,0,1075.014,42.958,42.958,0,0,0,0,1075.014,0,0,0,31.065,0,0,0,0,777.378,0,57.042,4.214,1427.446,0,0,0,0,0,25.693,0,0,0,0,642.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502.459,2952000,0,784.492,31.349,0,0,0,0,0,0.257,0,0,0,0,6.436,0,0,0.027,0,0,0,0,0.678,0,40,45
ARM,Armenia,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.256,0,0,2.864,2.864,2.347,2.029,0,0,0,2.363,0.013,0.003,0,0,0,0,0,0,0,968.283,39.471,39.471,0,0,0,0,968.283,0,0,0,32.348,0,0,0,0,793.54,0,60.529,4.392,1484.885,0,0,0,0,0,27.961,0,0,0,0,685.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2453.168,2958000,0,798.949,32.568,0,0,0,0,0,0.179,0,0,0,0,4.395,0,0,0.041,0,0,0,0,1.014,0,40,45
AUT,Austria,2010,0,0,0,0,0,0,3.387,13.468,6.598,532.794,-2.47,1.457,-0.152,5.991,712.352,156,7.242,17.579,9.55,5.87,39.261,584.831,4668.337,0,0,67.915,4.481,4.918,22.917,14.351,38.363,0,3.647,4.482,0.001,44.998,0.089,2.064,1.206,48883.574,7.511,70.016,20.109,287.842,34226.142,2724.942,33.743,21.131,8.842,23.383,7.809,96.128,1706.443,11430.226,0,0,56.487,-6.769,24.331,-7.262,100.027,4561.643,11893.864,66.257,44.998,5350.575,-5.112,29.984,-6.641,123.269,14657.432,0,0,0,0,0,0,0,5.37,4.404,37.083,6.431,152.453,433.667,18127.58,0,0,532.96,6.6,3.695,2.831,0.415,11.638,1383.803,8075.517,8410000,411.111,5350.575,66.257,-5.112,29.984,-6.641,123.269,14657.432,0.131,80.455,0.056,0.103,0.232,10.56,27.535,3.41E+11,3.039,4.975,1.309,0.255,5.381,245.412,639.878,47.6,13.8
AUT,Austria,2011,0,0,0,0,0,0,-6.357,-26.135,7.324,539.351,0.475,1.564,0.028,6.019,712.011,164,8.724,2.697,10.473,1.059,40.32,642.482,4769.301,0,0,62.259,4.56,5.432,21.35,12.437,34.237,0,3.482,4.561,0.001,40.908,0.174,1.936,1.1,45537.713,-5.138,70.927,-14.789,273.053,32298.709,2525.484,34.293,19.976,-5.94,23.487,-5.71,90.418,1471.081,10695.309,0,0,54.992,-11.295,23.048,-11.298,88.729,4049.819,10495.553,65.707,40.908,4838.912,-9.205,29.073,-11.346,111.923,13239.004,0,0,0,0,0,0,0,5.593,-6.65,36.967,-10.137,142.315,411.922,16834.1,0,0,539.476,7.325,0.578,3.04,0.067,11.705,1384.553,7364.397,8454000,384.976,4838.912,65.707,-9.205,29.073,-11.346,111.923,13239.004,0.28,94.801,0.117,0.22,0.451,20.59,53.359,3.5E+11,3.11,-6.758,1.303,-0.364,5.018,229.027,593.528,47.6,13.8
AUT,Austria,2012,0,0,0,0,0,0,4.891,18.829,6.811,550.353,-1.032,1.475,-0.062,5.957,700.682,121,6.387,-7.105,9.276,-2.865,37.455,516.095,4405.42,0,0,68.698,4.679,4.388,17.37,9.712,43.848,0,3.27,4.68,0.001,51.328,0.337,2.463,1.106,47495.221,-2.606,65.858,-7.115,265.938,31279.494,2043.042,25.285,14.138,-4.619,21.357,-4.177,86.241,1142.351,10143.67,0,0,63.827,27.161,27.941,24.099,112.829,5157.339,13270.859,74.715,51.328,6037.147,23.18,34.142,25.944,137.866,16215.726,0,0,0,0,0,0,0,4.76,-0.052,35.225,-0.074,142.242,384.597,16730.404,0,0,550.433,6.812,1.403,2.939,0.164,11.869,1396.047,8080.19,8502000,403.804,6037.147,74.715,23.18,34.142,25.944,137.866,16215.726,0.491,92.703,0.215,0.418,0.869,39.695,102.244,3.65E+11,3.585,26.385,1.57,1.324,6.342,289.681,745.895,47.6,13.8
AUT,Austria,2013,0,0,0,0,0,0,-0.65,-2.625,7.271,548.851,-12.029,1.306,-0.717,5.241,612.505,109,6.522,1.713,9.496,0.641,38.096,492.249,4452.588,0,0,64.581,4.696,4.212,14.09,6.65,42.017,0,3.228,4.696,0,50.491,0.626,3.152,1.09,46888.618,0.353,66.523,0.938,266.877,31191.741,1646.763,21.817,10.297,-4.913,20.441,-4.237,82.005,777.256,9584.464,0,0,65.06,-4.591,26.833,-5.18,107.649,4910.79,12581.735,78.183,50.491,5901.286,-2.585,33.477,-3.564,134.302,15696.877,0,0,0,0,0,0,0,4.998,3.187,36.586,4.534,146.776,377.258,17154.689,0,0,548.887,7.272,-1.115,2.926,-0.132,11.737,1371.771,7548.049,8556000,401.179,5901.286,78.183,-2.585,33.477,-3.564,134.302,15696.877,0.969,84.366,0.399,0.733,1.603,73.162,187.312,3.68E+11,4.881,27.303,2.012,1.731,8.073,368.447,943.553,47.6,13.8
AUT,Austria,2014,0,0,0,0,0,0,-4.161,-16.691,7.383,527.885,24.097,1.691,1.263,6.503,754.893,94,4.765,-8.402,9.076,-3.201,34.896,340.694,4050.562,0,0,61.599,4.548,2.935,11.413,5.321,41.007,0,3.157,4.548,0,50.186,0.785,3.846,0.996,44630.048,-6.025,65.229,-16.081,250.796,29111.543,1324.76,18.528,8.638,-8.408,19.535,-6.895,75.11,617.61,8718.493,0,0,66.571,-3.049,27.145,-3.282,104.368,4759.981,12114.627,81.472,50.186,5825.452,-0.455,34.771,-0.611,133.692,15518.506,0,0,0,0,0,0,0,5.125,-4.078,36.618,-5.985,140.791,366.456,16342.488,0,0,527.929,7.383,-5.976,2.87,-0.701,11.035,1280.963,7150.212,8615000,384.488,5825.452,81.472,-0.455,34.771,-0.611,133.692,15518.506,1.275,24.693,0.52,0.396,1.998,91.149,231.965,3.86E+11,6.243,21.232,2.546,1.714,9.787,446.393,1136.058,47.6,13.8
AUT,Austria,2015,0,0,0,0,0,0,0.156,0.599,7.514,535.51,19.016,2.01,1.237,7.74,891.818,110,4.777,8.076,9.794,2.818,37.714,340.392,4345.388,0,0,61.85,4.648,2.954,14.268,7.664,37.157,0,3.65,4.648,0,47.582,0.937,4.84,0.99,44369.911,2.711,66.893,6.8,257.596,29680.396,1643.949,23.068,12.391,6.086,20.692,4.571,79.681,883.011,9180.898,0,0,60.076,-10.181,24.343,-10.626,93.742,4281.238,10800.984,76.932,47.582,5482.433,-4.639,33.107,-6.202,127.49,14689.515,0,0,0,0,0,0,0,5.901,-0.418,36.408,-0.589,140.202,420.547,16154.11,0,0,535.517,7.515,3.239,2.959,0.357,11.393,1312.698,7126.382,8679000,385.086,5482.433,76.932,-4.639,33.107,-6.202,127.49,14689.515,1.515,18.628,0.616,0.372,2.371,107.973,273.146,3.89E+11,7.826,25.112,3.18,2.458,12.245,557.705,1410.868,47.6,13.8
AUT,Austria,2016,0,0,0,0,0,0,3.308,12.739,7.326,546.513,-17.052,1.614,-1.32,6.42,733.995,98,3.13,-7.249,8.793,-2.734,34.98,233.523,3999.042,0,0,65.256,4.78,2.043,14.173,8.488,39.971,0,3.643,4.78,0,51.083,1.096,5.235,1.007,45481.414,2.287,66.232,5.89,263.486,30123.026,1620.364,21.72,13.007,4.695,20.969,3.741,83.422,970.349,9537.209,0,0,61.253,6.891,25.187,6.46,100.201,4569.72,11455.504,78.28,51.083,5840.009,5.373,33.768,6.85,134.34,15358.388,0,0,0,0,0,0,0,5.583,3.483,36.469,4.883,145.085,416.491,16586.774,0,0,546.515,7.326,3.551,2.965,0.405,11.797,1348.745,7460.373,8747000,397.826,5840.009,78.28,5.373,33.768,6.85,134.34,15358.388,1.68,16.266,0.693,0.386,2.756,125.302,315.109,3.95E+11,8.022,7.51,3.309,0.92,13.165,598.472,1505.035,47.6,13.8
AUT,Austria,2017,0,0,0,0,0,0,2.391,9.514,7.298,557.919,-12.709,1.376,-0.816,5.604,635.409,107,2.607,3.638,8.9,1.272,36.252,199.303,4110.208,0,0,67.43,4.921,1.758,16.375,10.914,38.294,0,3.703,4.921,0,51.055,1.269,6.572,0,46183.623,4.028,67.29,10.612,274.098,31076.874,1856.596,24.285,16.186,8.723,22.266,7.277,90.699,1237.41,10283.289,0,0,56.79,-4.459,23.502,-4.468,95.734,4341.695,10854.156,75.715,51.055,5788.568,-0.818,32.71,-1.098,133.242,15106.749,0,0,0,0,0,0,0,5.492,1.422,36.124,2.063,147.147,419.884,16683.376,0,0,557.929,7.298,4.279,3.02,0.505,12.302,1394.824,7645.163,8820000,407.34,5788.568,75.715,-0.818,32.71,-1.098,133.242,15106.749,1.882,15.099,0.779,0.416,3.172,143.874,359.686,0,9.746,24.796,4.033,3.264,16.429,745.069,1862.675,47.6,13.8
AUT,Austria,2018,0,0,0,0,0,0,-1.984,-8.084,7.584,554.47,4.456,1.466,0.25,5.854,658.422,102,2.777,-8.369,8.32,-3.034,33.218,203.046,3736.149,0,0,65.006,4.93,1.805,14.97,9.918,37.638,0,3.247,4.93,0,50.036,1.438,6.03,0,44905.628,-1.775,67.434,-4.865,269.233,30281.529,1683.725,23.029,15.257,-4.222,21.758,-3.829,86.869,1115.48,9770.471,0,0,57.899,-2.286,23.43,-2.189,93.545,4233.259,10521.294,76.971,50.036,5627.715,-2.416,32.566,-3.219,130.023,14624.099,0,0,0,0,0,0,0,4.995,1.358,37.356,1.998,149.146,365.199,16774.909,0,0,554.497,7.584,-1.946,3.021,-0.239,12.063,1356.765,7311.44,8891000,399.256,5627.715,76.971,-2.416,32.566,-3.219,130.023,14624.099,2.212,12.629,0.895,0.401,3.573,161.696,401.877,0,9.277,-8.77,3.754,-1.441,14.988,678.262,1685.741,47.6,13.8
AUT,Austria,2019,0,0,0,0,0,0,4.35,17.366,6.333,506.569,1.444,1.425,0.085,5.939,663.158,99,2.28,5.232,8.39,1.738,34.956,182.375,3903.517,0,0,71.626,4.536,1.633,16.498,11.618,41.638,0,3.247,4.537,0,55.128,1.353,7.6,0,46523.958,2.592,66.298,6.978,276.211,30844.347,1842.32,23.034,16.22,2.458,21.363,2.135,89.004,1297.357,9939.082,0,0,58.133,7.821,24.209,7.316,100.861,4649.723,11263.087,76.966,55.128,6156.089,7.989,33.702,10.388,140.411,15679.611,0,0,0,0,0,0,0,4.533,2.082,36.544,3.105,152.251,362.588,17001.748,0,0,506.596,6.334,-1.743,2.845,-0.21,11.853,1323.59,7998.409,8955000,416.622,6156.089,76.966,7.989,33.702,10.388,140.411,15679.611,1.889,-6.333,0.803,-0.226,3.347,151.056,373.735,0,10.611,22.845,4.419,3.424,18.412,848.714,2056.042,47.6,13.8
AZE,Azerbaijan,2010,0,0,2.144,3.412,0.886,5.233,-1.364,-1.799,0,0,0,0,0,0,0,0,0,50,0.05,0.022,0.065,0,7.141,0,0,17.76,0,0,14.347,5.76,3.412,0,8.587,0,0,3.413,0,0.001,1.132,14408.422,-3.754,93.094,-4.725,121.15,13413.397,1588.488,80.783,32.434,-4.94,62.587,-4.233,81.449,637.772,9017.805,162.547,17996.751,19.211,48.378,6.905,2.93,8.986,377.768,994.88,19.217,3.413,377.879,48.265,6.906,2.926,8.987,995.025,0,0,0,0,0,0,0,48.349,-1.279,30.458,-0.514,39.636,950.716,4388.451,595.851,65971.141,0,0,0,0,0,0,0,1966.366,9032000,130.137,377.879,19.217,48.265,6.906,2.926,8.987,995.025,0,0,0,0,0,0,0,1.15E+11,0.006,-76.337,0.001,-0.004,0.001,0.111,0.144,40.5,47.5
AZE,Azerbaijan,2011,0,0,-1.867,-3.035,-10.176,-60.637,11.248,14.638,0,0,0,0,0,0,0,0,0,-11.111,0.04,-0.007,0.057,0,6.269,0,0,19.21,0,0,16.561,6.649,2.649,0,9.912,0,0,2.649,0,0,0.992,15829.275,13.777,95.21,16.691,137.84,15071.103,1810.728,86.21,34.613,9.518,61.614,7.753,89.201,727.001,9753.046,159.512,17440.598,13.79,-22.831,4.79,-2.052,6.934,289.635,758.172,13.79,2.649,289.635,-22.842,4.79,-2.053,6.934,758.172,0,0,0,0,0,0,0,51.597,22.568,33.557,8.945,48.582,1083.728,5311.788,535.215,58518.98,0,0,0,0,0,0,0,2100.363,9146000,144.775,289.635,13.79,-22.842,4.79,-2.053,6.934,758.172,0,0,0,0,0,0,0,1.46E+11,0,-100,0,-0.001,0,0,0,40.5,47.5
AZE,Azerbaijan,2012,0,0,5.383,8.586,-5.113,-27.364,3.028,4.384,0,0,0,0,0,0,0,0,0,-25,0.029,-0.014,0.043,0,4.641,0,0,21.7,0,0,19.897,7.989,1.803,0,11.908,0,0,1.803,0,0,0.994,16099.108,4.808,96.855,6.627,144.468,15592.853,2147.542,91.691,36.814,4.947,62.762,4.413,93.615,862.23,10104.105,168.098,18143.324,8.309,-32.358,3.145,-2.244,4.69,194.603,506.256,8.309,1.803,194.603,-32.358,3.145,-2.244,4.69,506.256,0,0,0,0,0,0,0,54.878,4.587,34.065,2.229,50.81,1285.312,5484.107,507.851,54813.887,0,0,0,0,0,0,0,2342.146,9265000,149.158,194.603,8.309,-32.358,3.145,-2.244,4.69,506.256,0,0,0,0,0,0,0,1.5E+11,0,0,0,0,0,0,0,40.5,47.5
