iso_code,country,year,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_generation,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_electricity,other_renewable_exc_biofuel_electricity,renewables_electricity,solar_electricity,wind_electricity,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita,other_renewables_share_elec,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,gdp_per_capita,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
BLR,Belarus,2015,,,,,,,-9.133,-27.037,0.58,19.705,,0,0,0,0,,0,-11.073,3.202,-1.073,8.614,0,912.579,,,32.056,0.186,0,31.73,31.73,0.106,0,0,0.186,0,0.326,0.008,0.026,1.454,28498.766,-9.173,99.679,-27.079,268.136,28407.2,3361.553,98.983,98.983,-6.393,66.539,-12.225,178.989,3361.553,18962.734,,,0.331,-8.811,0.104,-0.027,0.281,11.23,29.749,1.017,0.326,34.538,19.192,0.238,0.103,0.64,67.807,0,,0,0,0,0,0,0,-14.612,29.938,-13.781,80.532,0,8531.887,,,19.705,0.58,18.279,0.088,0.037,0.238,25.193,3396.091,9439000,269,34.538,1.017,19.192,0.238,0.103,0.64,67.807,0.025,347.32,0.008,0.018,0.023,0.848,2.412,5958.838,0.081,330.754,0.037,0.076,0.099,2.755,10.452
BLR,Belarus,2016,,,,,,,-0.534,-1.438,0.557,18.632,,0,0,0,0,,0,9.871,3.537,0.85,9.464,0,1001.914,,,31.576,0.176,0,31.156,31.156,0.141,0,0,0.176,0,0.42,0.028,0.075,1.486,28325.44,-0.604,99.609,-1.62,266.516,28214.674,3298.359,98.67,98.67,-0.622,66.48,-1.114,177.875,3298.359,18830.754,,,0.447,27.171,0.133,0.076,0.357,14.927,37.804,1.33,0.42,44.463,31.628,0.315,0.202,0.842,89.187,0,,0,0,0,0,0,0,-1.684,29.592,-1.356,79.176,0,8382.006,,,18.632,0.557,-0.592,0.088,-0.001,0.236,25.025,3342.822,9446000,267.562,44.463,1.33,31.628,0.315,0.202,0.842,89.187,0.089,187.18,0.024,0.043,0.065,2.964,6.922,5037.854,0.238,86.072,0.069,0.085,0.184,7.94,19.435
BLR,Belarus,2017,,,,,,,2.046,5.475,0.6,20.635,,0,0,0,0,,0,3.429,3.585,0.325,9.789,0,1035.836,,,32.487,0.195,0,31.705,31.705,0.401,0,0,0.195,0,0.782,0.089,0.097,,28892.766,1.716,99.287,4.573,271.089,28686.645,3355.054,97.593,97.593,2.368,66.69,4.212,182.088,3355.054,19268.539,,,1.234,183.534,0.371,0.655,1.013,42.434,107.143,2.407,0.782,82.751,106.836,0.638,0.9,1.743,184.392,0,,0,0,0,0,0,0,0.045,29.012,0.036,79.212,0,8382.27,,,20.635,0.6,12.103,0.097,0.029,0.265,28.042,3437.805,9450000,273.037,82.751,2.407,106.836,0.638,0.9,1.743,184.392,0.274,240.294,0.081,0.157,0.223,9.418,23.545,5778.564,0.299,32.095,0.089,0.059,0.243,10.265,25.661
BLR,Belarus,2018,,,,,,,6.659,18.18,0.561,21.792,,0,0,0,0,,0,5.054,3.531,0.495,10.283,0,1087.844,,,36.692,0.206,0,35.889,35.889,0.321,0,0,0.206,0,0.803,0.177,0.099,,30806.835,6.748,99.37,18.293,289.382,30612.706,3796.594,97.812,97.812,6.071,66.323,11.055,193.143,3796.594,20431.915,,,0.874,-20.468,0.277,-0.207,0.805,33.932,85.186,2.188,0.803,84.921,-7.289,0.555,-0.127,1.615,170.898,0,,0,0,0,0,0,0,8.513,29.516,6.743,85.956,0,9092.947,,,21.792,0.561,2.229,0.093,0.006,0.271,28.658,3881.515,9453000,291.217,84.921,2.188,-7.289,0.555,-0.127,1.615,170.898,0.482,31.809,0.101,0.071,0.293,18.724,31.025,6351.76,0.27,1.465,0.084,0.004,0.246,10.473,26.029
BLR,Belarus,2019,,,,,,,0.88,2.563,0.891,35.548,,0,0,0,0,,0,6.661,3.734,0.685,10.968,0,1160.426,,,37.716,0.336,0,36.676,36.676,0.345,0,0,0.336,0,1.04,0.181,0.178,,31081.284,0.875,99.365,2.533,291.915,30883.951,3880.235,97.244,97.244,-0.263,65.571,-0.508,192.635,3880.235,20380.342,,,0.913,-0.369,0.273,-0.003,0.802,36.449,84.881,2.756,1.04,109.979,1.78,0.56,0.029,1.644,173.958,0,,0,0,0,0,0,0,2.741,30.06,2.356,88.312,0,9343.183,,,35.548,0.891,4.122,0.096,0.011,0.282,29.843,3990.214,9452000,293.78,109.979,2.756,1.78,0.56,0.029,1.644,173.958,0.48,1.116,0.101,0.003,0.297,19.149,31.374,6831.516,0.472,7.022,0.09,0.017,0.263,18.832,27.86
BEL,Belgium,2015,0,,0,,,,1.435,9.588,8.133,491.673,-37.323,0.446,-1.801,3.024,267.913,227,3.04,0.534,5.798,0.209,39.28,183.797,3479.821,,,68.242,5.55,2.075,27.641,22.026,0.318,26.103,3.54,5.55,0,14.499,3.056,5.574,1.529,60020.436,4.695,84.388,25.639,571.739,50650.192,2448.689,40.504,32.276,9.589,23.394,13.869,158.499,1951.285,14041.383,,,0.467,7.217,0.119,0.054,0.805,28.207,71.357,59.496,40.602,3596.882,-13.176,15.612,-16.051,105.771,9370.245,38.25,-23.011,9.747,-19.737,66.034,2312.456,5849.967,5.187,3.19,55.196,11.561,373.96,313.607,33128.988,,,491.673,8.133,23.638,2.077,2.691,14.075,1246.886,6045.571,11288000,677.511,1284.426,21.246,10.224,5.865,3.686,39.737,3520.278,4.478,5.26,1.141,0.386,7.731,270.748,684.928,41147.261,8.168,20.053,2.081,2.355,14.101,493.799,1249.194
BEL,Belgium,2016,0,,0,,,,7.72,52.307,6.459,478.756,67.951,0.696,2.055,5.079,447.347,172,0.463,-5.203,5.102,-2.044,37.236,34.305,3279.574,,,84.155,5.436,0.39,26.294,22.122,0.37,43.523,3.782,5.436,0,14.339,3.095,5.438,1.629,64278.427,1.304,79.361,7.453,579.192,51012.182,2315.792,31.244,26.288,2.141,22.183,3.393,161.892,1948.415,14258.599,,,0.44,15.518,0.127,0.125,0.93,32.588,81.951,68.756,57.862,5096.142,42.406,20.639,44.854,150.625,13266.245,51.718,65.749,14.997,43.417,109.451,3833.275,9639.9,4.494,1.632,52.077,6.104,380.064,333.072,33474.01,,,478.756,6.459,-2.623,1.878,-0.369,13.706,1207.119,7411.934,11354000,729.817,1262.868,17.038,3.615,5.642,1.437,41.174,3626.346,3.678,0.674,1.067,0.052,7.784,272.6,685.533,42076.398,6.462,-3.023,1.874,-0.426,13.675,478.924,1204.395
BEL,Belgium,2017,0,,0,,,,1.146,8.362,6.777,504.895,8.521,0.747,0.433,5.512,482.661,177,0.107,-2.062,4.94,-0.768,36.469,7.96,3193.39,,,85.086,5.766,0.091,27.002,23.028,0.27,42.227,3.883,5.766,0,15.857,3.307,6.514,,64639.19,1.422,79.578,8.238,587.43,51438.699,2364.475,31.735,27.065,1.373,22.232,2.223,164.115,2016.506,14370.852,,,0.317,-27.429,0.091,-0.255,0.675,23.651,59.129,68.265,58.084,5086.147,0.083,20.422,0.125,150.75,13200.491,49.628,-3.549,14.301,-3.884,105.567,3697.618,9244.053,4.563,1.785,52.405,6.782,386.846,340.009,33874.457,,,504.895,6.777,5.378,1.957,0.737,14.443,1264.69,7450.622,11420000,738.18,1388.529,18.636,9.737,6.121,4.009,45.183,3956.438,3.887,6.227,1.12,0.485,8.268,289.606,724.015,44274.073,7.655,19.083,2.206,2.61,16.284,570.377,1425.942
BEL,Belgium,2018,0,,0,,,,-2.591,-19.128,7.419,475.466,-0.775,0.761,-0.043,5.469,476.332,207,0.124,-0.836,5.029,-0.305,36.164,7.952,3149.605,,,73.581,5.459,0.091,27.844,23.99,0.314,28.597,3.763,5.459,0,17.139,3.902,7.465,,62624.214,2.12,83.427,12.451,599.881,52245.359,2425.048,37.842,32.604,2.819,23.467,4.626,168.741,2089.392,14696.145,,,0.426,15.389,0.108,0.104,0.779,27.304,67.86,62.158,45.736,3983.304,-20.948,16.573,-31.58,119.17,10378.854,38.865,-32.674,9.884,-34.493,71.074,2490.594,6190.078,5.114,2.102,54.93,8.13,394.976,327.704,34399.609,,,475.466,7.419,-5.856,1.891,-0.846,13.597,1184.204,6408.352,11482000,719.051,1492.71,23.293,6.447,6.689,2.913,48.096,4188.777,5.303,17.285,1.349,1.429,9.697,339.819,844.58,47685.347,10.145,13.93,2.58,2.268,18.553,650.122,1615.801
BEL,Belgium,2019,0,,0,,,,4.795,34.477,5.778,452.148,-0.039,0.726,-0.002,5.467,473.793,184,0.101,-2.05,4.701,-0.741,35.422,7.912,3069.795,,,90.303,5.217,0.091,29.122,25.158,0.306,42.417,3.873,5.217,0,18.765,3.879,9.362,,65302.717,-1.163,78.684,-6.978,592.903,51382.511,2523.803,32.249,27.86,3.019,23.069,5.094,173.835,2180.285,15065.009,,,0.339,-5.811,0.097,-0.045,0.734,26.523,63.601,67.751,61.181,5302.13,34.787,21.316,41.455,160.625,13920.206,46.971,52.448,14.379,37.277,108.352,3675.946,9390.051,4.288,-2.869,50.913,-11.331,383.645,335.606,33247.707,,,452.148,5.778,-6.628,1.685,-0.901,12.696,1100.254,7825.933,11539000,753.528,1626.184,20.779,8.687,6.937,4.178,52.273,4530.155,4.296,0.776,1.297,0.075,9.773,336.19,846.932,46780.073,10.367,27.227,3.132,5.051,23.604,811.324,2045.576
BIH,Bosnia and Herzegovina,2015,-1.821,-0.484,,,,,-1.237,-0.988,0,0,,,,,,,63.285,,,,,2762.706,,26.084,7606.813,14.969,0,9.473,9.473,0,5.495,0,0,0,0,5.496,0,0.001,1.931,23000.156,,,,,,2762.706,63.285,0,,,,,0,,,,36.708,,,,,1602.508,,36.715,5.496,1602.8,,,,,,0,,,,,0,,0,,,,,0,,,,0,0,,,,,,4365.506,3429000,78.868,1602.8,36.715,,,,,,0,,,,,0,,4662.977,0.007,,,,,0.292,
BIH,Bosnia and Herzegovina,2016,5.815,1.517,,,,,4.745,3.742,0.004,0.192,,,,,,,66.97,,,,,3359.681,,27.6,8151.348,16.987,0.001,11.376,11.376,0,5.585,0,0,0.001,0,5.611,0.024,0.001,1.973,24397.519,,,,,,3359.681,66.97,0,,,,,0,,,,32.879,,,,,1649.439,,33.03,5.611,1657.014,,,,,,0,,,,,0,,0,,,,,0,,,,0.192,0.004,,,,,,5016.695,3386000,82.61,1657.014,33.03,,,,,,0.141,,,,,7.088,,4875.228,0.006,,,,,0.295,
BIH,Bosnia and Herzegovina,2017,,,,,,,,,0.039,1.79,,,,,,,75.547,,,,,3484.057,,,,15.459,0.006,11.679,11.679,0,3.752,0,0,0.006,0,3.78,0.021,0.001,,,,,,,,3484.057,75.547,0,,,,,0,,,,24.272,,,,,1119.362,,24.453,3.78,1127.715,,,,,,0,,,,,0,,0,,,,,0,,,,1.79,0.039,,,,,,4611.772,3352000,,1127.715,24.453,,,,,,0.136,,,,,6.265,,5230.13,0.006,,,,,0.298,
BIH,Bosnia and Herzegovina,2018,,,,,,,,,0.044,2.407,,,,,,,64.45,,,,,3537.443,,,,18.244,0.008,11.758,11.758,0,6.354,0,0,0.008,0,6.486,0.021,0.103,,,,,,,,3537.443,64.45,0,,,,,0,,,,34.826,,,,,1911.498,,35.55,6.486,1951.209,,,,,,0,,,,,0,,0,,,,,0,,,,2.407,0.044,,,,,,5488.652,3324000,,1951.209,35.55,,,,,,0.115,,,,,6.318,,5859.283,0.565,,,,,30.987,
BIH,Bosnia and Herzegovina,2019,,,,,,,,,0.065,3.231,,,,,,,61.237,,,,,3022.181,,,,16.291,0.011,9.976,9.976,0,6.02,0,0,0.011,0,6.315,0.03,0.254,,,,,,,,3022.181,61.237,0,,,,,0,,,,36.954,,,,,1823.747,,38.763,6.315,1913.013,,,,,,0,,,,,0,,0,,,,,0,,,,3.231,0.065,,,,,,4935.194,3301000,,1913.013,38.763,,,,,,0.184,,,,,9.088,,5867.26,1.559,,,,,76.946,
BGR,Bulgaria,2015,14.404,8.591,,,0,,6.426,13.421,0.555,37.526,,0,0,0,0,486,46.236,3.229,34.298,2.385,76.237,3128.056,10588.414,68.237,9477.412,48.711,0.27,22.522,24.568,1.864,5.655,15.383,0.182,0.27,0,8.76,1.383,1.452,1.793,30872.252,7.482,71.761,11.104,159.51,22154.207,3412.222,50.437,3.827,9.656,13.498,2.642,30.004,258.889,4167.156,,,11.608,22.2,6.443,2.602,14.321,785.353,1989.027,49.563,24.143,3353.127,3.208,27.48,1.899,61.082,8483.593,31.58,-3.65,17.503,-1.474,38.905,2136.528,5403.541,0.374,12.877,23.965,6.077,53.27,25.278,7398.637,,,37.526,0.555,33.759,0.307,0.173,0.684,94.931,6765.349,7200000,222.28,1216.599,17.983,17.935,9.977,3.373,22.176,3080.053,2.84,9.806,1.574,0.312,3.499,192.121,485.926,7098.587,2.98,8.442,1.653,0.286,3.673,201.599,510.169
BGR,Bulgaria,2016,-12.769,-8.713,,,0,,-5.322,-11.831,0.794,49.443,,0,0,0,0,462,43.46,-13.133,31.468,-10.012,66.225,2707.494,9259.614,59.524,8322.773,44.556,0.354,19.364,21.735,2.053,3.88,15.776,0.318,0.354,0,7.045,1.386,1.425,1.644,29425.26,-5.32,71.763,-8.486,151.024,21116.311,3039.01,48.782,4.608,4.156,14.849,1.247,31.251,287.053,4369.481,,,8.708,-30.778,4.711,-4.408,9.913,542.484,1386.091,51.218,22.821,3190.817,-5.791,27.344,-3.537,57.545,8045.957,35.407,1.973,18.852,0.768,39.673,2205.817,5547.121,0.714,0.523,25.445,0.278,53.549,44.463,7487.216,,,49.443,0.794,30.104,0.423,0.206,0.889,124.338,6229.827,7152000,210.449,985,15.811,-19.411,8.492,-4.305,17.872,2498.836,3.111,-0.376,1.656,-0.013,3.486,193.833,487.347,7596.464,3.198,-2.44,1.703,-0.09,3.584,199.241,501.06
BGR,Bulgaria,2017,11.343,6.752,,,0,,2.205,4.64,0.882,55.756,,0,0,0,0,497,46.565,7.211,33.01,4.776,71,2944.817,9997.241,66.276,9332.039,44.914,0.396,20.914,23.237,1.922,2.828,15.545,0.401,0.396,0,6.131,1.403,1.504,,30285.743,5.273,73.917,7.963,158.987,22386.191,3271.942,51.737,4.28,2.835,14.941,0.886,32.137,270.696,4524.997,,,6.297,-28.679,3.287,-2.843,7.07,398.212,995.531,48.263,21.677,3052.184,-5.827,25.195,-3.353,54.192,7630.467,34.612,-2.04,18.069,-0.809,38.864,2188.89,5472.23,0.892,4.297,25.966,2.301,55.85,56.429,7863.953,,,55.756,0.882,11.322,0.46,0.101,0.99,139.391,6324.126,7102000,215.089,863.294,13.651,-14.234,7.126,-2.544,15.328,2158.236,3.124,0.629,1.631,0.022,3.507,197.545,493.863,8414.389,3.349,4.927,1.748,0.177,3.76,211.78,529.451
BGR,Bulgaria,2018,-7.539,-4.996,,,0,,-0.228,-0.49,3.207,211.618,,0,0,0,0,425,40.094,-10.638,29.565,-7.553,63.447,2645.983,8997.051,61.28,8689.718,46.539,1.492,18.659,21.114,2.017,5.147,16.125,0.438,1.492,0,9.3,1.343,1.318,,30430.953,-5.954,69.674,-9.466,149.521,21202.605,2994.067,45.369,4.334,-5.935,14.086,-1.907,30.229,286.006,4286.624,,,11.059,80.916,5.961,5.721,12.791,729.804,1813.842,54.631,25.425,3605.372,16.607,29.446,8.999,63.191,8960.728,34.649,3.123,18.676,1.214,40.077,2286.625,5683.137,0.941,-0.01,26.023,-0.006,55.844,62.078,7918.93,,,211.618,3.207,274.665,1.728,2.719,3.709,525.951,6599.439,7052000,214.599,1318.747,19.983,50.795,10.771,7.786,23.114,3277.59,2.885,-4.85,1.555,-0.17,3.337,190.411,473.243,9489.657,2.832,-12.875,1.527,-0.484,3.276,186.915,464.555
BGR,Bulgaria,2019,-7.567,-4.637,,,0,,-3.287,-7.055,3.355,209.919,,0,0,0,0,424,39.708,-8.693,27.913,-5.515,57.932,2484.86,8276.002,56.643,8091.818,43.805,1.469,17.394,20.07,2.24,2.936,16.562,0.436,1.469,0,7.173,1.47,1.297,,29649.22,-2.754,70.059,-4.117,145.404,20771.931,2867.135,45.817,5.113,-6.353,13.64,-1.921,28.309,319.959,4044.11,,,6.703,-33.759,4.082,-4.318,8.473,419.446,1210.428,54.183,23.735,3390.685,-4.844,28.972,-3.061,60.13,8589.974,37.808,2.375,19.769,0.952,41.029,2365.984,5861.308,0.996,5.942,28.506,3.318,59.163,62.316,8451.819,,,209.919,3.355,-22.956,1.377,-0.851,2.858,408.222,6257.819,7000000,207.545,1024.7,16.375,-17.362,9.203,-4.013,19.101,2728.666,3.357,35.835,2.184,1.196,4.533,210.057,647.604,9914.386,2.961,-1.195,1.56,-0.039,3.237,185.278,462.412
HRV,Croatia,2015,,,,,,,-4.918,-4.637,2.36,62.646,,0,0,0,0,212,20.556,-6.337,7.857,-0.477,7.044,545.712,1664.179,,,11.237,0.265,2.31,3.728,1.197,6.391,0,0.221,0.265,0,7.509,0.057,0.796,0.989,21182.051,2.497,78.498,1.715,70.384,16627.443,880.699,33.175,10.652,3.094,27.004,0.727,24.212,282.778,5719.899,,,56.869,-29.466,18.032,-6.754,16.168,1509.718,3819.448,66.825,7.509,1774.008,-24.874,21.189,-6.29,18.999,4488.194,0,,0,0,0,0,0,1.967,3.889,43.638,1.465,39.127,52.209,9243.365,,,62.646,2.36,60.252,0.75,0.253,0.673,158.969,2654.707,4233000,89.664,1774.008,66.825,-24.874,21.189,-6.29,18.999,4488.194,0.51,61.888,0.161,0.055,0.144,13.528,34.065,12070.738,7.086,8.392,2.246,0.156,2.014,188.116,475.713
HRV,Croatia,2016,,,,,,,3.892,3.49,3.42,102.5,,0,0,0,0,210,20.58,7.473,8.127,0.526,7.571,616.774,1798.75,,,12.614,0.431,2.596,4.251,1.586,6.852,0,0.069,0.431,0,8.363,0.066,1.014,0.999,22131.93,2.449,77.408,1.724,72.108,17131.789,1009.979,33.7,12.573,4.259,27.099,1.031,25.244,376.812,5997.518,,,54.32,6.594,18.501,1.066,17.234,1627.964,4094.533,66.3,8.363,1987.007,10.713,22.58,2.035,21.034,4997.326,0,,0,0,0,0,0,0.547,0.424,42.181,0.166,39.293,16.393,9335.521,,,102.5,3.42,61.071,1.164,0.411,1.084,257.514,2996.986,4209000,93.153,1987.007,66.3,10.713,22.58,2.035,21.034,4997.326,0.52,15.104,0.178,0.022,0.166,15.572,39.434,12548.245,8.04,26.633,2.737,0.536,2.55,240.971,605.845
HRV,Croatia,2017,,,,,,,0.219,0.204,4.461,125.651,,0,0,0,0,195,11.602,-39.732,4.888,-3.008,4.563,326.823,1090.808,,,11.783,0.526,1.367,4.668,3.09,5.307,0,0.21,0.526,0,7.116,0.079,1.204,,22318.159,4.789,80.938,3.453,75.561,18063.86,1115.826,39.611,26.225,14.868,31.06,3.753,28.997,738.728,6932.033,,,45.042,-23.009,14.213,-3.965,13.269,1268.802,3172.008,60.389,7.116,1701.1,-15.425,19.055,-3.244,17.789,4252.753,0,,0,0,0,0,0,1.785,6.893,44.99,2.708,42.002,50.275,10041.02,,,125.651,4.461,21.232,1.408,0.23,1.314,314.129,2816.926,4183000,93.357,1701.1,60.389,-15.425,19.055,-3.244,17.789,4252.753,0.668,18.541,0.211,0.031,0.197,18.814,47.036,13556.318,10.218,18.039,3.224,0.46,3.01,287.832,719.58
HRV,Croatia,2018,,,,,,,4.711,4.398,4.931,160.756,,0,0,0,0,135,10.722,-6.895,4.346,-0.315,4.248,349.519,1022.198,,,13.548,0.668,1.453,3.766,2.245,7.701,0,0.068,0.67,0.002,9.781,0.075,1.335,,23521.493,-3.217,74.809,-2.431,73.13,17596.235,906.256,27.801,16.573,-2.795,28.833,-0.81,28.186,540.255,6782.06,,,56.843,44.249,19.579,5.871,19.14,1852.96,4605.313,72.199,9.781,2353.537,36.657,24.868,6.521,24.31,5849.439,0,,0,0,0,0,0,0.506,-3.11,41.63,-1.306,40.695,16.482,9791.977,,,161.237,4.946,26.747,1.704,0.351,1.665,400.735,3259.793,4156000,97.755,2353.537,72.199,36.657,24.868,6.521,24.31,5849.439,0.553,-5.385,0.19,-0.011,0.186,18.022,44.792,15009.085,9.857,10.265,3.395,0.309,3.319,321.319,798.599
HRV,Croatia,2019,,,,,,,-3.376,-3.3,6.656,202.433,,0,0,0,0,172,12.906,18.128,5.313,0.77,5.018,392.537,1215.099,,,12.561,0.836,1.621,4.263,2.599,5.866,0,0.043,0.913,0.077,8.298,0.078,1.441,,22870.486,0.894,78.115,0.653,73.783,17865.224,1032.199,33.938,20.688,4.471,31.175,1.26,29.446,629.197,7129.882,,,46.7,-24.429,15.313,-4.676,14.464,1420.323,3502.198,66.062,8.298,2009.206,-16.32,21.537,-3.967,20.343,4925.61,0,,0,0,0,0,0,0.344,-3.383,41.627,-1.377,39.319,10.465,9520.243,,,221.096,7.27,27.272,2.244,0.454,2.12,513.233,3041.405,4130000,94.455,2009.206,66.062,-16.32,21.537,-3.967,20.343,4925.61,0.622,4.297,0.206,0.008,0.194,18.92,47.011,15089.097,11.471,7.409,3.774,0.246,3.565,348.866,863.169
CYP,Cyprus,2015,,,,,,,3.104,0.876,1.13,44.131,,0,0,0,0,670,0,50,0.133,0.013,0.039,0,33.32,,,4.535,0.051,0,4.135,0,0,0,4.135,0.051,0,0.4,0.127,0.222,1.128,25059.153,2.469,96.135,0.674,27.969,24090.734,3561.585,91.185,0,,0,0,0,0,0,,,0,,0,0,0,0,0,8.815,0.4,344.317,24.96,3.476,0.202,1.011,871.041,0,,0,0,0,0,0,91.185,2.424,96.003,0.661,27.931,3561.585,24057.414,,,44.131,1.13,0.854,0.446,0.001,0.13,111.641,3905.902,1161000,29.094,344.317,8.815,24.96,3.476,0.202,1.011,871.041,2.793,50.604,1.101,0.108,0.32,109.095,275.984,23507.457,4.892,19.922,1.929,0.093,0.561,191.091,483.416
CYP,Cyprus,2016,,,,,,,8.757,2.548,1.064,44.462,,0,0,0,0,679,0,-86.65,0.016,-0.034,0.005,0,4.414,,,4.888,0.052,0,4.463,0,0,0,4.463,0.052,0,0.425,0.146,0.227,1.192,27043.816,8.943,96.3,2.501,30.471,26043.211,3814.53,91.312,0,,0,0,0,0,0,,,0,,0,0,0,0,0,8.688,0.425,362.956,5.602,3.375,0.057,1.068,912.761,0,,0,0,0,0,0,91.312,9.075,96.284,2.535,30.465,3814.53,26038.797,,,44.462,1.064,0.931,0.413,0.001,0.131,111.814,4177.486,1170000,31.641,362.956,8.688,5.602,3.375,0.057,1.068,912.761,2.986,14.539,1.16,0.047,0.367,124.732,313.677,24802.469,4.638,1.579,1.802,0.009,0.57,193.762,487.271
CYP,Cyprus,2017,,,,,,,2.708,0.857,1.034,43.856,,0,0,0,0,661,0,571.692,0.107,0.03,0.035,0,29.398,,,5.004,0.052,0,4.569,0,0,0,4.569,0.052,0,0.435,0.172,0.211,,27540.713,2.756,96.345,0.84,31.31,26534.149,3872.164,91.303,0,,0,0,0,0,0,,,0,,0,0,0,0,0,8.697,0.435,368.823,1.884,3.348,0.02,1.088,922.077,0,,0,0,0,0,0,91.303,2.659,96.238,0.81,31.276,3872.164,26504.751,,,43.856,1.034,-1.106,0.398,-0.001,0.129,109.64,4240.987,1180000,32.498,368.823,8.697,1.884,3.348,0.02,1.088,922.077,3.437,17.179,1.323,0.063,0.43,145.774,364.449,26834.665,4.225,-7.276,1.627,-0.041,0.529,179.193,447.988
CYP,Cyprus,2018,,,,,,,-0.426,-0.138,1.124,47.852,,0,0,0,0,664,0,356.342,0.489,0.124,0.158,0,133.138,,,5.061,0.057,0,4.583,0,0,0,4.583,0.057,0,0.477,0.199,0.221,,27215.923,-0.662,96.116,-0.207,31.103,26158.958,3854.616,90.566,0,,0,0,0,0,0,,,0,,0,0,0,0,0,9.434,0.477,401.538,5.944,3.562,0.065,1.153,969.487,0,,0,0,0,0,0,90.566,-1.058,95.627,-0.331,30.945,3854.616,26025.82,,,47.852,1.124,-1.334,0.394,-0.002,0.128,107.359,4256.154,1189000,32.36,401.538,9.434,5.944,3.562,0.065,1.153,969.487,3.942,10.864,1.473,0.047,0.477,167.782,400.985,29631.854,4.368,3.722,1.694,0.02,0.548,185.904,461.144
CYP,Cyprus,2019,,,,,,,0.125,0.041,1.159,47.453,,0,0,0,0,660,0,22.771,0.6,0.036,0.194,0,162.092,,,4.908,0.057,0,4.412,0,0,0,4.412,0.057,0,0.496,0.199,0.24,,27022.732,-0.338,95.671,-0.105,30.998,25853,3679.806,89.888,0,,0,0,0,0,0,,,0,,0,0,0,0,0,10.112,0.496,413.983,10.355,3.926,0.119,1.272,1060.953,0,,0,0,0,0,0,89.888,-0.457,95.071,-0.141,30.803,3679.806,25690.908,,,47.453,1.159,16.266,0.458,0.021,0.148,123.78,4093.79,1199000,32.4,413.983,10.112,10.355,3.926,0.119,1.272,1060.953,4.064,12.002,1.648,0.057,0.534,166.383,445.366,29624.325,4.889,7.546,1.82,0.041,0.59,200.147,491.807
